,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,ActorNation
1098,10-07-22,Ukraine,Public administration,Spearphishing campaign against Ukrainian governmental entities delivering Cobalt Strike beacon,Data,Malware,DEV-0586,Confirmed,Russian Federation
1099,10-07-22,Russian Federation,Media,DDoS campaign hits Russian cinemas,Disruption,DDoS,IT Army of Ukraine,Confirmed,Ukraine
1100,09-07-22,Belarus,Public administration,Belarus National Legal Internet Portal attacked by Anonymous,Unknown,Unknown,Anonymous,Possible,Other
1101,08-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian port,Disruption,DDoS,NoName057(16),Possible,Russian Federation
1102,08-07-22,Lithuania,Energy,Lithuania's state-owned energy group hit by cyberattack,Disruption,DDoS,KillNet,Confirmed ,Russian Federation
1103,07-07-22,Lithuania,Transportation,DDoS attack against Lithuanian railways,Disruption,DDoS,NoName057(16),Possible,Russian Federation
1104,06-07-22,Latvia,Civilians,False advertisement campaign on social networks.,Data,Financial Fraud,,Probable,No Nationality Found
1105,06-07-22,Latvia,Public administration,DDoS attack against the website of the office of the President of Latvia,Disruption,DDoS,,Probable,No Nationality Found
1106,06-07-22,Ukraine,Public administration,Defacement of Ukrainian Archival Services,Disinformation,Defacement,XakNet,Possible,Russian Federation
1107,06-07-22,Poland,Public administration,DDoS attack against a Polish agency,Disruption,DDoS,NoName057(16),Possible,Russian Federation
1108,06-07-22,United States,Public administration,DDoS attack against the US Congress website,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1109,05-07-22,Latvia,Public administration,Latvian President's official website hit by major DDoS attack,Disruption,DDoS,,Confirmed,No Nationality Found
1110,05-07-22,Latvia,Media,Latvian radio and TV center target of a cyberattack,Disruption,Unknown,,Probable,No Nationality Found
1111,05-07-22,Ukraine,Civilians,Phishing campaign delivering Cobalt Strike beacon,Data,Malware,DEV-0586,Confirmed,Russian Federation
1112,04-07-22,Poland,Public administration,Cyberattack against a regional city hall in Poland,Disruption,Unknown,,Confirmed,No Nationality Found
1113,04-07-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian city,Disruption,DDoS,,Probable,No Nationality Found
1114,03-07-22,Russian Federation,Transportation,Hack and leak operation against Russian company selling public transport tickets,Data,Hack And Leak,,Confirmed ,No Nationality Found
1115,03-07-22,Norway,ICT,A DDoS attack on a Norwegian website provider impacts public and private entities,Disruption,DDoS,NoName057(16),Confirmed,Russian Federation
1116,02-07-22,Ukraine,Media,Cyberattack against Ukrainian TV channel,Data,Cyber-Enabled Information Operation,ICC_H@ckTeam,Possible,Russian Federation
1117,01-07-22,Estonia,Public administration,DDoS Attack campaign: Estonian President's Official Website,Disruption,DDoS,,Confirmed,No Nationality Found
1118,01-07-22,Norway,Financial,DDoS Attack Campaign: Norwegian bank hit by cyberattack,Disruption,DDoS,,Probable,No Nationality Found
1119,30-06-22,Ukraine,Energy,Cyberattack against a Ukrainian private investor in energy,Unknown,Unknown,XakNet,Confirmed,Russian Federation
1120,30-06-22,Ukraine,Media,Defacement of Ukrainian TV channel,Disinformation,Defacement,XakNet,Possible,Russian Federation
1121,30-06-22,United States,Administrative / Support,Cyberattack against online US electronic payment provider,Disruption,DDoS,KillNet,Possible,Russian Federation
1122,29-06-22,Colombia,Financial,DDoS attack against Colombian stock exchange,Disruption,DDoS,KillNet,Possible,Russian Federation
1123,29-06-22,Russian Federation,Financial,DDoS and hack & leak attack against Russian bidding company,Data,Hack And Leak,IT Army of Ukraine,Possible,Ukraine
1124,28-06-22,Norway,Media,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,Russian Federation
1125,28-06-22,Norway,Financial,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,Russian Federation
1126,28-06-22,Norway,Public administration,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,Russian Federation
1127,28-06-22,Ukraine,Civilians,Financially motivated phishing attacks,Data,Phishing,Unnamed Criminal Organisation,Confirmed,Other
1128,27-06-22,Ukraine,Media,Defacement of Ukrainian television channels,Disinformation,Defacement,ICC_H@ckTeam,Confirmed,Russian Federation
1129,26-06-22,Lithuania,Public administration,DDoS against Lithuanian private and public websites,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1130,23-06-22,Ukraine,ICT,"Campaign delivering ""DarkCrystal"" malware",Data,Malware,Sandworm,Confirmed,Russian Federation
1131,21-06-22,Russian Federation,Professional / scientific,"Russian scientific and technical enterprises and state bodies targeted using ""Bisonal""",Data,Cyberespionage,Tonto Team,Confirmed,China
1132,17-06-22,Germany,Public administration,Germany ministries targetted by a cyberattack,Data,Unknown,,Confirmed,No Nationality Found
1133,15-06-22,Russian Federation,Public administration,A second DDoS attack on the website of a Russian regional administration,Disruption,DDoS,,Probable,No Nationality Found
1134,15-06-22,Russian Federation,Financial,Putin's speech at International Economic Forum delayed by DDoS attack,Disruption,DDoS,,Confirmed,No Nationality Found
1135,15-06-22,Russian Federation,Unknown,Phishing campaign discovered by NCIRCC,Unknown,Phishing,,Confirmed ,No Nationality Found
1136,09-06-22,Ukraine,Media,Campaign: Cyberattack on Ukrainian media organizations using CrescentImp,Data,Malware,Sandworm,Confirmed,Russian Federation
1137,09-06-22,Ukraine,Unknown,"Campaign delivering ""CredoMap"" malware",Unknown,Malware,Fancy Bear,Possible,Russian Federation
1138,09-06-22,United States,Manufacturing,Threat actor claims a DDoS attack against US manufacturing corporation,Disruption,DDoS,NoName057(16),Possible,Russian Federation
1139,09-06-22,Russian Federation,ICT,Anonymous claims to hack Russian drone manufacturer,Data,Hack And Leak,Anonymous,Possible,Other
1140,09-06-22,Russian Federation,Public administration,A Russian State Assembly website suffers DDoS attacks,Disruption,DDoS,,Probable,No Nationality Found
1141,08-06-22,Russian Federation,ICT,NB65 claims to have hacked a branch of a Russian telecom company,Data,Hack And Leak,NB65,Possible,Other
1142,08-06-22,Russian Federation,Public administration,A Russian federal service website disrupted by a DDoS attack,Disruption,DDoS,,Probable,No Nationality Found
1143,07-06-22,Russian Federation,Public administration,"DDoS attack on a government facility in Kamchatka, Russia",Disruption,DDoS,,Probable,No Nationality Found
1144,06-06-22,Russian Federation,Public administration,Cyberattack on the website of a Russian regional legislative assembly,Disruption,Unknown,,Possible,No Nationality Found
1145,06-06-22,Russian Federation,Public administration,DDoS attack on the website of a regional administration,Disruption,DDoS,,Probable,No Nationality Found
1146,05-06-22,Russian Federation,Public administration,"Russia’s Ministry of Construction, Housing and Utilities hacked",Disinformation,Defacement,,Possible,No Nationality Found
1147,05-06-22,Russian Federation,Public administration,The website of the Parliament of Bashkiria was attacked by hackers,Disruption,DDoS,,Probable,No Nationality Found
1148,04-06-22,Ukraine,Media,Football broadcast hit by cyberattack,Disinformation,Defacement,,Confirmed,No Nationality Found
1149,02-06-22,Russian Federation,Energy,Campaign: 50 DDoS attacks since the beginning of the conflict against Ukraine's electricity transmission system operator and the sole operator of the country's high-voltage transmission lines.,Disruption,DDoS,,Confirmed,No Nationality Found
1150,02-06-22,Russian Federation,Professional / scientific,Hack and leak of Russian law firm,Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,Other
1151,01-06-22,Ukraine,Public administration,"Ukrainian governmental organisations targeted using ""Cobalt Strike""",Data,Malware,,Confirmed,No Nationality Found
1152,31-05-22,Latvia,Transportation,Latvian Railways' website targeted in DDoS campaign,Disruption,DDoS,,Probable,No Nationality Found
1153,31-05-22,Russian Federation,Media,Anonymous breached data from a Russian radio group,Data,Hack And Leak,Anonymous,Possible,Other
1154,28-05-22,Belarus,Public administration,Anonymous takes down Belarus government websites,Disruption,Unknown,Anonymous-Spid3r,Possible,Other
1155,22-05-22,Latvia,Public administration,Repelled DDoS attack against 70 Latvian websites,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1156,19-05-22,Italy,Energy,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,Russian Federation
1157,19-05-22,Italy,Public administration,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,Russian Federation
1158,19-05-22,Italy,Media,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,Russian Federation
1159,19-05-22,Italy,Transportation,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,Russian Federation
1160,18-05-22,Latvia,ICT,DDoS attack campaign: Latvian social media site targeted,Disruption,DDoS,KillNet,Probable,Russian Federation
1161,18-05-22,Latvia,Nonprofit,DDoS attack campaign: Latvian fundraising website,Disruption,DDoS,KillNet,Probable,Russian Federation
1162,17-05-22,Italy,Public administration,DDoS attacks against Italian municipalities and state police by KillNet,Disruption,DDoS,KillNet,Probable,Russian Federation
1163,16-05-22,Russian Federation,Financial,Russian bank's data leaked by the Anonymous collective,Data,Hack And Leak,Anonymous,Possible,Other
1164,13-05-22,Ukraine,Civilians,"Online fraud via Facebook page mimicking TV channel ""TSN""",Data,Financial Fraud,,Confirmed,No Nationality Found
1165,12-05-22,Russian Federation,Mining,Anonymous breached data from a Russian oil company,Data,Hack And Leak,Anonymous,Possible,Other
1166,12-05-22,Latvia,Public administration,DDoS attack campaign: 70 Latvian websites including government entities,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1167,12-05-22,Ukraine,Public administration,Cyberattack on Ukrainian City Council,Data,Hack And Leak,,Probable,No Nationality Found
1168,12-05-22,Latvia,Media,DDoS attack campaign: Latvian news agencies targeted,Disruption,DDoS,KillNet,Probable,Russian Federation
1169,11-05-22,Russian Federation,Public administration,Anonymous breached government email database of a Russian city,Data,Hack And Leak,Anonymous,Possible,Other
1170,11-05-22,Latvia,Nonprofit,DDoS attack campaign: Latvian charity websites targeted,Disruption,DDoS,KillNet,Probable,Russian Federation
1171,11-05-22,Latvia,Nonprofit,DDoS attack on website of Latvian Charity,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1172,10-05-22,Russian Federation,Public administration,Hack and leak of data from Russian Federal Research Institute,Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,Other
1173,10-05-22,Russian Federation,Mining,Hack and leak of data from Russian metals and copper producer,Data,Hack And Leak,,Possible,No Nationality Found
1174,10-05-22,Italy,Public administration,Italian institutional websites taken down and unaccesible.,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,Russian Federation
1175,09-05-22,Italy,Media,Failed attempt to attack the Eurovision,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,Russian Federation
1176,08-05-22,Ukraine,Public administration,Spear phishing email against Ukrainian governmental entity,Data,Phishing,,Probable,No Nationality Found
1177,08-05-22,Russian Federation,Media,Russian's TV breached to show anti-war message,Disinformation,Cyber-Enabled Information Operation,,Probable,No Nationality Found
1178,08-05-22,Ukraine,ICT,DDoS against Ukrainian telecom operators' websites,Disruption,DDoS,,Possible,No Nationality Found
1179,06-05-22,Ukraine,Unknown,Phishing campaign distributing JesterStealer,Other,Phishing,,Confirmed,No Nationality Found
1180,05-05-22,Ukraine,Unknown,"""CredoMap_v2"" used in malicious email",Other,Phishing,Fancy Bear,Confirmed,Russian Federation
1181,05-05-22,Russian Federation,Financial,Repelled DDoS attack against a Russian bank,Disruption,DDoS,,Confirmed,No Nationality Found
1182,03-05-22,Russian Federation,Manufacturing,Cyberattack against the patrol robots of a Russian company,Disruption,Unknown,CaucasNet,Possible,Georgia
1183,03-05-22,Latvia,Media,DDoS attack against two Latvian news / media organizations,Disruption,DDoS,,Confirmed,No Nationality Found
1184,03-05-22,Russian Federation,Financial,Anonymous hacks a Russian accounting firm,Data,Hack And Leak,Anonymous,Possible,Other
1185,01-05-22,Germany,Public administration,Series of DDoS attacks on German government websites,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1186,01-05-22,Germany,Public administration,Series of DDOS attacks against Germany Government Websites,Disruption,DDoS,KillNet,Probable,Russian Federation
1187,01-05-22,Russian Federation,Public administration,DDoS attack impact producers and distributors of alcohol in Russia,Disruption,DDoS,IT Army of Ukraine,Possible,Ukraine
1188,30-04-22,Moldova,Public administration,Moldovan state institutions' websites target of DDoS attack,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1189,30-04-22,Russian Federation,Financial,Anonymous breached payment service provider,Data,Hack And Leak,NB65,Possible,Other
1190,30-04-22,Ukraine,Transportation,DDoS attempt against Ukrainian railways,Disruption,DDoS,,Probable,No Nationality Found
1191,28-04-22,Romania,Public administration,Campaign: DDoS attacks against Romanian public and private organizations (government),Disruption,DDoS,KillNet,Confirmed,Russian Federation
1192,28-04-22,Romania,Transportation,Campaign: DDoS attacks against Romanian public and private organizations (railway),Disruption,DDoS,KillNet,Confirmed,Russian Federation
1193,28-04-22,Romania,Financial,Campaign: DDoS attacks against Romanian public and private organizations (bank),Disruption,DDoS,KillNet,Confirmed,Russian Federation
1194,27-04-22,Czech Republic,Media,DDoS attack on Czech Television news channel,Disruption,DDoS,,Probable,No Nationality Found
1195,27-04-22,Ukraine,Public administration,Spear fishing campaign against Ukrainian state officials,Data,Phishing,UAC-0098,Probable,Russian Federation
1196,26-04-22,Russian Federation,Energy,Anonymous hacked 1.23 million emails from a Russian power organisation,Data,Hack And Leak,Anonymous,Possible,Other
1197,25-04-22,Ukraine,Public administration,Phishing campaign using compromised Ukrainian email account,Unknown,Phishing,DEV-0586,Confirmed,Russian Federation
1198,24-04-22,Russian Federation,Professional / scientific,Data leak of a Russian customs broker in the fuel and energy industries,Data,Hack And Leak,Anonymous,Possible,Other
1199,21-04-22,Ukraine,Transportation,DDoS attack against Ukraine postal service.,Disruption,DDoS,,Probable,No Nationality Found
1200,21-04-22,Russian Federation,Manufacturing,"Anonymous hacked 645,000 emails a Russian hydraulic tool producer",Data,Hack And Leak,Anonymous,Possible,Other
1201,20-04-22,Russian Federation,Financial,"Anonymous leaks 365,000 emails from a Russian real-estate investment firm",Data,Hack And Leak,Anonymous,Possible,Other
1202,20-04-22,Estonia,Public administration,Series of DDoS attacks on 13 Estonian government websites,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1203,19-04-22,Russian Federation,Real estate,"Anonymous leaks 575,000 emails from a Russian property management company",Data,Hack And Leak,Anonymous,Possible,Other
1204,19-04-22,Czech Republic,Public administration,A Czech public administration portal and agency for cybersecurity under DDoS attack,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1205,19-04-22,Russian Federation,Financial,"Anonymous releases nearly 250,000 emails (130 GB) a Russian investment company",Data,Hack And Leak,Anonymous,Possible,Other
1206,18-04-22,Russian Federation,Transportation,GhostSec / Anonymous gain access to IT systems that service Russia’s subway systems,Data,Hack And Leak,GhostSec,Possible,United States
1207,18-04-22,United Kingdom,Civilians,Russian actors were behind email hacking of pro-Brexit activists,Disinformation,Hack And Leak,Cold River,Probable,Russian Federation
1208,18-04-22,Russian Federation,Public administration,"Anonymous leaked 15,000+ emails from a Russian department",Data,Hack And Leak,Anonymous,Possible,Other
1209,18-04-22,Russian Federation,Mining,"Anonymous leaks 87,500 emails of a Russian company",Data,Hack And Leak,Anonymous,Possible,Other
1210,18-04-22,Belarus,ICT,"Anonymous leaks 1.2 GB of data from a Belarusian firm, which develops surveillance systems",Data,Hack And Leak,Anonymous,Possible,Other
1211,18-04-22,Russian Federation,Financial,"Anonymous leaks 426,000 emails from a Russian company",Data,Hack And Leak,Anonymous,Possible,Other
1212,18-04-22,Czech Republic,Transportation,Czech railroads and regional airport websites under DDoS attack,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1213,18-04-22,Ukraine,Civilians,"Online fraud via Facebook page mimicking TV channel ""Ukraine 24""",Data,Other,,Confirmed,No Nationality Found
1214,17-04-22,Russian Federation,Financial,Network Battalion 65 allegedly takes control of a Petersburg 's bank,Data,Hack And Leak,NB65,Possible,Other
1215,17-04-22,Russian Federation,Energy,"Anonymous leaked 100,000+ emails from a subsidiary of a Russian energy corporation",Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,Other
1216,16-04-22,Poland,Transportation,DDoS campaign against eight Polish airports,Disruption,DDoS,KillNet,Possible,Russian Federation
1217,16-04-22,Germany,Financial,DDoS attack against the website and the application of a German bank,Disruption,DDoS,KillNet,Possible,Russian Federation
1218,16-04-22,Germany,Financial,DDoS attack against the website of a German bank,Disruption,DDoS,KillNet,Possible,Russian Federation
1219,15-04-22,Russian Federation,Public administration,DDOSecrets publishes 221GB of emails from the education department of a Russian city,Data,Hack And Leak,Anonymous,Possible,Other
1220,15-04-22,Bulgaria,Transportation,Cyberattack against Bulgarian State Post Office,Disruption,Malware,,Confirmed,No Nationality Found
1221,15-04-22,United Kingdom,Transportation,DDoS attack against the website of an airport in the United Kingdom,Disruption,DDoS,KillNet,Possible,Russian Federation
1222,15-04-22,United States,Energy,DDoS attack against the website of an oil and gas producer in the USA.,Disruption,DDoS,KillNet,Possible,Russian Federation
1223,15-04-22,Germany,Transportation,DDoS attack against the website of a German International Airport,Disruption,DDoS,KillNet,Possible,Russian Federation
1224,14-04-22,Russian Federation,Professional / scientific,"Anonymous released 768,000 emails from the joint venture between two Russian companies",Data,Hack And Leak,Anonymous,Possible,Other
1225,14-04-22,Russian Federation,ICT,Anonymous takes over pro-Russian Discord accounts,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,Other
1226,14-04-22,Russian Federation,ICT,GhostSec / Anonymous leaks data from a Russian hosting provider,Data,Hack And Leak,GhostSec,Possible,United States
1227,14-04-22,Germany,Transportation,DDoS attack agaisnt the website of German International Airport,Disruption,DDoS,KillNet,Possible,Russian Federation
1228,14-04-22,Germany,Transportation,DDoS attack agaisnt the website of German International Airport,Disruption,DDoS,KillNet,Possible,Russian Federation
1229,13-04-22,Russian Federation,Energy,Hack and leak operation against a Russian company specializing in designing gas and petrochemical processing facilities and oil refineries.,Data,Hack And Leak,Anonymous,Possible,Other
1230,13-04-22,Ukraine,Civilians,"Distribution of ""IcedID"" banking Trojan",Data,Cyberespionage,UAC-0098,Confirmed,Russian Federation
1231,12-04-22,Russian Federation,Mining,"Anonymous hacked 495,000 emails from a Russian company",Data,Hack And Leak,Anonymous,Possible,Other
1232,11-04-22,France,Public administration,A second DDoS attack on the French president's website,Disruption,DDoS,KillNet,Probable,Russian Federation
1233,10-04-22,Russian Federation,Public administration,Anonymous leaks over 700GB of Russian government data,Data,Hack And Leak,Anonymous,Possible,Other
1234,10-04-22,Germany,Energy,Germany-based wind-energy companies have been the targets of cyberattacks,Disruption,Ransomware,Black Basta,Confirmed,Russian Federation
1235,10-04-22,Russian Federation,Public administration,"Anonymous leaks over 100,000 emails of a Russian regional government",Data,Hack And Leak,Anonymous,Possible,Other
1236,10-04-22,Russian Federation,Public administration,"Anonymous leaks 230,000 emails from a Russian city administration",Data,Hack And Leak,Anonymous,Possible,Other
1237,07-04-22,Ukraine,Energy,Destructive attack against a regional energy provider,Destruction,Unknown,Sandworm,Probable,Russian Federation
1238,07-04-22,Ukraine,ICT,Privileges escalation attempt in the network of a telecommunications provider,Unknown,Unknown,,Probable,No Nationality Found
1239,07-04-22,Finland,Public administration,Finnish government websites hacked as Ukrainian President was speaking,Disruption,DDoS,,Probable,No Nationality Found
1240,07-04-22,Ukraine,Civilians,Threat actor launched a cyber-enabled influence operation,Disinformation,Spam,DEV-0586,Probable,Russian Federation
1241,07-04-22,Ukraine,Energy,Attempted Cyberattack Against a Ukrainian Energy Provider,Destruction,Wiper,Sandworm,Confirmed,Russian Federation
1242,06-04-22,United States,Public administration,Microsoft disrupted hacking attempts on EU government entities and think-tanks,Data,Cyberespionage,Fancy Bear,Probable,Russian Federation
1243,06-04-22,Russian Federation,Manufacturing,"Anonymous leaked 100,000 emails from a Russian engineering company",Data,Hack And Leak,Anonymous,Possible,Other
1244,06-04-22,Ukraine,Media,"""Strontium"" Targets Ukrainian Media Organizations",Unknown,Unknown,Fancy Bear,Probable,Russian Federation
1245,06-04-22,Russian Federation,ICT,DDoS attack against the Russian operator of the Unified National System for Digital Marking and Tracking of Goods.,Disruption,DDoS,StudentCyberArmy,Probable,Ukraine
1246,06-04-22,Russian Federation,Real estate,"Anonymous leaks 300,000 emails from a Russian business centre",Data,Hack And Leak,Anonymous,Possible,Other
1247,06-04-22,Russian Federation,Manufacturing,"Anonymous leaks 37,000 emails from a Russian logging and wood manufacturing company",Data,Hack And Leak,Anonymous,Possible,Other
1248,05-04-22,Russian Federation,Energy,Defacement of the website of a Russian energy corporation,Disinformation,Defacement,IT Army of Ukraine,Possible,Ukraine
1249,05-04-22,Russian Federation,Public administration,Attackers gained access to the Kremlin CCTV system,Disinformation,Cyber-Enabled Information Operation,The Black Rabbit World,Possible,Other
1250,05-04-22,Russian Federation,Administrative / Support,The largest independent travel management company in Russia hacked by NB65,Destruction,Ransomware,NB65,Possible,Other
1251,05-04-22,Russian Federation,Mining,Website of a Russian oil producer goes down after apparent hack,Disruption,Malware,,Possible,No Nationality Found
1252,03-04-22,Russian Federation,Trade,"A rations manufacturer for the Russian military, hacked by Anonymous",Data,Hack And Leak,Anonymous,Possible,Other
1253,02-04-22,Russian Federation,Energy,Russian gas infrastructure construction company hacked by NB65,Destruction,Ransomware,NB65,Possible,Other
1254,01-04-22,Ukraine,Public administration,Attempts to hack Telegram accounts,Data,Phishing,UAC-0094,Confirmed,Russian Federation
1255,31-03-22,Russian Federation,Manufacturing,Anonymous leaks information from a Russian mechanical plant,Data,Hack And Leak,Anonymous,Possible,Other
1256,31-03-22,Russian Federation,Professional / scientific,Anonymous hacks Russian law firm,Data,Hack And Leak,Anonymous,Possible,Other
1257,31-03-22,Russian Federation,Other service,Anonymous hacks the Russian Orthodox Church,Data,Hack And Leak,Anonymous,Possible,Other
1258,31-03-22,Russian Federation,Professional / scientific,Anonymous hacked a Russian state-owned company,Data,Hack And Leak,NB65,Possible,Other
1259,31-03-22,Russian Federation,Manufacturing,Cyberattack against a Russian manufacturing plant,Data,Hack And Leak,Anonymous,Probable,Other
1260,31-03-22,Bulgaria,Public administration,Cyberattack against Bulgarian State Agency for Refugees,Disruption,Unknown,,Confirmed,No Nationality Found
1261,30-03-22,Russian Federation,Financial,Anonymous hacks a Russian investment firm,Data,Hack And Leak,Anonymous,Possible,Other
1262,30-03-22,Ukraine,Public administration,Cyberattack against Ukrainian governmental institution,Data,Hack And Leak,XakNet,Possible,Russian Federation
1263,30-03-22,Germany,Energy,Germany-based wind-energy companies have been the targets of cyberattacks,Disruption,Ransomware,Wizard Spider,Confirmed,Russian Federation
1264,30-03-22,Belarus,Public administration,Anonymous hacks the website of a Belarusian municipality,Disinformation,Defacement,Anonymous,Possible,Other
1265,29-03-22,Estonia,Extraterritorial organizations,Credential phishing campaigns against the NATO Centre of Excellence,Other,Phishing,Cold River,Probable,Russian Federation
1266,29-03-22,United States,Nonprofit,Credential phishing campaigns against multiple US NGOs,Other,Phishing,Cold River,Probable,Russian Federation
1267,29-03-22,Ukraine,Civilians,"Mass Spread of ""MarsStealer"" Information Stealer",Data,Cyberespionage,UAC-0041,Confirmed,Russian Federation
1268,29-03-22,Russian Federation,Financial,Anonymous hacks a Russian investment firm,Data,Hack And Leak,Anonymous,Possible,Other
1269,29-03-22,Ukraine,Public administration,Compromise of a portal connecting to government services,Destruction,Unknown,,Probable,No Nationality Found
1270,29-03-22,Ukraine,Media,Compromise of media organization,Unknown,Unknown,,Probable,No Nationality Found
1271,27-03-22,Russian Federation,Public administration,Anonymous leaks personal data of over 600 Russian security officers,Data,Hack And Leak,Anonymous,Possible,Other
1272,27-03-22,Hungary,Public administration,Website disruption of pro-ruling party websites,Disinformation,Defacement,Anonymous,Confirmed,Other
1273,27-03-22,Ukraine,Public administration,Compromised WordPress Sites Force Visitors to DDoS Ukrainian Targets,Disruption,DDoS,,Probable,No Nationality Found
1274,27-03-22,Ukraine,ICT,Cyberattack Against a Ukrainian telecommunications company,Disruption,Unknown,,Confirmed,No Nationality Found
1275,27-03-22,Russian Federation,Energy,Anonymous leaks data on a Russian energy company,Data,Hack And Leak,Anonymous,Possible,Other
1276,26-03-22,Ukraine,Public administration,Phishing campaign targeting Ukrainian entities,Data,Malware,DEV-0586,Probable,Russian Federation
1277,26-03-22,Russian Federation,Construction,Anonymous conducted a cyberattack against a Russian construction company,Data,Hack And Leak,Anonymous,Possible,Other
1278,25-03-22,Russian Federation,Public administration,Cyberattack on Russia’s Civil Aviation Authority servers,Destruction,Unknown,,Probable,No Nationality Found
1279,24-03-22,Russian Federation,Energy,GURMO breaches a Russian Institute,Data,Hack And Leak,GURMO,Possible,Ukraine
1280,24-03-22,Russian Federation,Media,"900,000 emails stolen from Russia’s largest state-owned media corporation",Data,Hack And Leak,NB65,Possible,Other
1281,24-03-22,Poland,Public administration,DDoS attack against the Supreme Court of Poland,Disruption,DDoS,KillNet,Possible,Russian Federation
1282,23-03-22,France,Trade,Campaign: DDoS attacks against the Russian websites of three French companies,Disruption,DDoS,Anonymous,Possible,Other
1283,23-03-22,United States,Transportation,Attempted DDoS attack on a US Airport,Disruption,DDoS,KillNet,Confirmed,Russian Federation
1284,22-03-22,Sweden,Transportation,Campaign: Reported increase in DDoS attacks against Swedish government entities,Disruption,DDoS,,Confirmed,No Nationality Found
1285,22-03-22,Ukraine,Public administration,Phishing attempts mimicking the Ukrainian Ministry of Defense,Data,Phishing,,Probable,No Nationality Found
1286,22-03-22,Russian Federation,Financial,Anonymous compromises a Russian bank and leaks 28GB of data,Data,Hack And Leak,The Black Rabbit World,Possible,Other
1287,22-03-22,Russian Federation,Public administration,Phishing campaign targets Russian government dissidents with Cobalt Strike,Other,Phishing,,Probable,No Nationality Found
1288,22-03-22,Ukraine,Transportation,Destructive cyberattack against a transportation provider in western Ukraine,Destruction,Unknown,Sandworm,Probable,Russian Federation
1289,22-03-22,Russian Federation,Public administration,Twisted Panda cyberespionage campaign,Data,Cyberespionage,TA416,Possible,China
1290,22-03-22,Sweden,Financial,Campaign: Reported increase in DDoS attacks against Swedish government entities,Disruption,DDoS,,Confirmed,No Nationality Found
1291,21-03-22,Croatia,Media,Cyber-enabled information operation placing Russian disinformation on Croatian news website,Disinformation,Cyber-Enabled Information Operation,,Confirmed,No Nationality Found
1292,21-03-22,Russian Federation,Public administration,Russian state information system used by veterinary services and companies compromised,Disruption,Other,,Confirmed,No Nationality Found
1293,21-03-22,Russian Federation,Manufacturing,Russian meat producer hit with Windows BitLocker encryption attack,Disruption,Ransomware,,Confirmed,No Nationality Found
1294,21-03-22,Ukraine,Unknown,Chinese Threat Actor Scarab Targeting Ukraine,Unknown,Unknown,Scarab,Confirmed,China
1295,19-03-22,Russian Federation,Civilians,Anonymous hacks unsecured printers to send anti-war messages across Russia,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,Other
1296,19-03-22,Israel,Public administration,Disruption of Zelensky's video address to Israel's Parliament,Disruption,Unknown,,Probable,No Nationality Found
1297,17-03-22,Canada,Public administration,Canada’s biggest science research and development agency hit by cyberattack,Unknown,Unknown,,Probable,No Nationality Found
1298,17-03-22,Ukraine,Public administration,Phishing Campaigns on Organizations Using LoadEdge,Data,Cyberespionage,InvisiMole,Confirmed,Russian Federation
1299,17-03-22,Russian Federation,Media,Hack and leak operation against a Russian social media application,Data,Hack And Leak,IT Army of Ukraine,Confirmed,Ukraine
1300,16-03-22,Ukraine,Media,Large-scale Attempted Attack Against Popular Media,Disinformation,Defacement,,Confirmed,No Nationality Found
1301,16-03-22,Ukraine,Public administration,Spear Phishing Campaign Against Government Entities Using SPECTR,Unknown,Malware,Vermin,Confirmed,Russian Federation
