,Date,Country,Sectors,Title,Impact Category,Attack Type,Actor,Certainty,Unnamed: 8
1,29-07-22,Ukraine,Public administration,DDoS attack against Ukrainian regional administration,Disruption,DDoS,People's CyberArmy,Possible,
2,28-07-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
3,28-07-22,Russian Federation,Transportation,Hack and leak operation against Russian national postal service,Data,Hack And Leak,,Confirmed ,
4,28-07-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
5,28-07-22,Ukraine,Media,DDoS attack against Ukrainian news agency,Disruption,DDoS,People's CyberArmy,Possible,
6,28-07-22,Russian Federation,ICT,DDoS attack against a Russian Internet provider,Disruption,DDoS,Haydamaki,Possible,
7,26-07-22,Ukraine,Public administration,DDoS attack against Ukrainian regional administration,Disruption,DDoS,People's CyberArmy,Possible,
8,26-07-22,Ukraine,Civilians,"Online fraud with subject ""Help from the Red Cross""",Data,Phishing,UAC-0100,Confirmed,
9,25-07-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
0,25-07-22,Belarus,Energy,Threat actor claims to have conducted a cyberattack leading to hot water supply cut in Belarus,Disruption,Unknown,Team OneFist,Possible,
1,25-07-22,Latvia,Public administration,Cyberattack against a Latvian public institution,Disruption,Unknown,,Confirmed,
2,25-07-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
3,25-07-22,Ukraine,Unknown,"Phishing campaign by ""Gamaredon""",Data,Phishing,Gamaredon,Confirmed,
4,25-07-22,Poland,Transportation,DDoS attack against a Polish airport,Disruption,DDoS,NoName057(16),Possible,
5,24-07-22,Ukraine,ICT,Cyberattack against a Ukrainian internet provider,Data,Unknown,Zarya,Possible,
6,24-07-22,Russian Federation,Media,DDoS attack against the website of a Moscow-based newspaper,Disruption,DDoS,,Confirmed,
7,23-07-22,Lithuania,Financial,DDoS attack against Lithuanian credit company,Disruption,DDoS,NoName057(16),Possible,
8,23-07-22,Lithuania,Transportation,DDoS attack against Lithuanian freight railway company,Disruption,DDoS,NoName057(16),Possible,
9,23-07-22,Lithuania,Transportation,DDoS attack against Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
0,22-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian transportation company,Disruption,DDoS,NoName057(16),Possible,
1,22-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
2,22-07-22,Ukraine,Public administration,DDoS attack against official website of a Ukrainian city,Disruption,DDoS,People's CyberArmy,Possible,
3,21-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian international transportation company,Disruption,DDoS,NoName057(16),Possible,
4,21-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
5,21-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian transportation company,Disruption,DDoS,NoName057(16),Possible,
6,20-07-22,Ukraine,ICT,Cyberattack against a Ukrainian software company,Unknown,Malware,,Probable,
7,20-07-22,Ukraine,Media,Cyberattack against Ukrainian radio holding,Disinformation,Defacement,,Confirmed,
8,19-07-22,Russian Federation,Energy,GhostSec claims responsibility for attack on Russian Power Plant,Destruction,Unknown,GhostSec,Possible ,
9,19-07-22,United States,Manufacturing,DDoS attack against an aerospace company,Disruption,DDoS,KillNet,Possible,
0,19-07-22,Ukraine,Public administration,Spear phishing against Ukrainian state organisations,Data,Phishing,,Confirmed,
1,19-07-22,Lithuania,Financial,DDoS attack against the Lithianian division of an Estonian bank,Disruption,DDoS,NoName057(16),Possible,
2,19-07-22,Poland,Public administration,STIFF#BIZON malware campaign targeting high-value targets in several countries.,Data,Malware,,Probable,
3,19-07-22,Czech Republic,Public administration,"Campaign targeting high-value targets in Poland, Czech Republic, and other countries.",Data,Malware,APT37,Probable,
4,18-07-22,Lithuania,Transportation,DDoS attack against the Lithuanian car rental services,Disruption,DDoS,NoName057(16),Possible,
5,18-07-22,Ukraine,ICT,Turla group uses fake Android applications to infect pro-Ukrainian activitists,Disruption,Malware,Turla,Probable,
6,18-07-22,Ukraine,Unknown,"Phishing campaign distributing ""Formbook"" and ""Snake Keylogger"" payloads",Data,Phishing,UAC-0041,Confirmed,
7,17-07-22,Ukraine,Manufacturing,Ukraine's metal manufacturer breached by XakNet Team,Data,Hack And Leak,XakNet,Possible,
8,17-07-22,Lithuania,Financial,DDoS attack against the Lithuanian division of a European bank,Disruption,DDoS,NoName057(16),Possible,
9,16-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
0,16-07-22,Lithuania,Energy,DDoS attack against a Lithuanian energy company,Disruption,DDoS,NoName057(16),Possible,
1,15-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian company optimizing logistic processes,Disruption,DDoS,NoName057(16),Possible,
2,14-07-22,Lithuania,Transportation,Campaign: DDoS attacks against the websites of four Lithuanian logistics companies.,Disruption,DDoS,NoName057(16),Possible,
3,13-07-22,Ukraine,Civilians,Online fraud via several Facebook pages aiming to steal credit card details.,Data,Malware,UAC-0100,Confirmed,
4,13-07-22,Lithuania,Energy,DDoS attack against the Lithuanian division of a Polish oil refinery,Disruption,DDoS,NoName057(16),Possible,
5,12-07-22,Lithuania,Financial,DDoS attack against a Lithuanian loan broker company,Disruption,DDoS,NoName057(16),Possible,
6,12-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian logistics company,Disruption,DDoS,NoName057(16),Possible,
7,12-07-22,Lithuania,ICT,Cyberattack against Lithuanian online advertising platform,Data,Hack And Leak,,Confirmed,
8,11-07-22,Germany,Financial,Hacking attempt against the European Central Bank President,Other,Phishing,,Probable,
9,10-07-22,Poland,Public administration,DDoS attack against the online resources of a Polish authority,Disruption,DDoS,KillNet,Possible,
0,10-07-22,Ukraine,Public administration,DDOS against the Ukrainian Security Services' website,Disruption,DDoS,RaHDIt,Possible,
1,10-07-22,Ukraine,Public administration,Spearphishing campaign against Ukrainian governmental entities delivering Cobalt Strike beacon,Data,Malware,DEV-0586,Confirmed,
2,10-07-22,Russian Federation,Media,DDoS campaign hits Russian cinemas,Disruption,DDoS,IT Army of Ukraine,Confirmed,
3,09-07-22,Belarus,Public administration,Belarus National Legal Internet Portal attacked by Anonymous,Unknown,Unknown,Anonymous,Possible,
4,08-07-22,Lithuania,Transportation,DDoS attack against a Lithuanian port,Disruption,DDoS,NoName057(16),Possible,
5,08-07-22,Lithuania,Energy,Lithuania's state-owned energy group hit by cyberattack,Disruption,DDoS,KillNet,Confirmed ,
6,07-07-22,Lithuania,Transportation,DDoS attack against Lithuanian railways,Disruption,DDoS,NoName057(16),Possible,
7,06-07-22,Latvia,Civilians,False advertisement campaign on social networks.,Data,Financial Fraud,,Probable,
8,06-07-22,Latvia,Public administration,DDoS attack against the website of the office of the President of Latvia,Disruption,DDoS,,Probable,
9,06-07-22,Ukraine,Public administration,Defacement of Ukrainian Archival Services,Disinformation,Defacement,XakNet,Possible,
0,06-07-22,Poland,Public administration,DDoS attack against a Polish agency,Disruption,DDoS,NoName057(16),Possible,
1,06-07-22,United States,Public administration,DDoS attack against the US Congress website,Disruption,DDoS,KillNet,Confirmed,
2,05-07-22,Latvia,Public administration,Latvian President's official website hit by major DDoS attack,Disruption,DDoS,,Confirmed,
3,05-07-22,Latvia,Media,Latvian radio and TV center target of a cyberattack,Disruption,Unknown,,Probable,
4,05-07-22,Ukraine,Civilians,Phishing campaign delivering Cobalt Strike beacon,Data,Malware,DEV-0586,Confirmed,
5,04-07-22,Poland,Public administration,Cyberattack against a regional city hall in Poland,Disruption,Unknown,,Confirmed,
6,04-07-22,Ukraine,Public administration,DDoS attack against the website of a Ukrainian city,Disruption,DDoS,,Probable,
7,03-07-22,Russian Federation,Transportation,Hack and leak operation against Russian company selling public transport tickets,Data,Hack And Leak,,Confirmed ,
8,03-07-22,Norway,ICT,A DDoS attack on a Norwegian website provider impacts public and private entities,Disruption,DDoS,NoName057(16),Confirmed,
9,02-07-22,Ukraine,Media,Cyberattack against Ukrainian TV channel,Data,Cyber-Enabled Information Operation,ICC_H@ckTeam,Possible,
0,01-07-22,Estonia,Public administration,DDoS Attack campaign: Estonian President's Official Website,Disruption,DDoS,,Confirmed,
1,01-07-22,Norway,Financial,DDoS Attack Campaign: Norwegian bank hit by cyberattack,Disruption,DDoS,,Probable,
2,30-06-22,Ukraine,Energy,Cyberattack against a Ukrainian private investor in energy,Unknown,Unknown,XakNet,Confirmed,
3,30-06-22,Ukraine,Media,Defacement of Ukrainian TV channel,Disinformation,Defacement,XakNet,Possible,
4,30-06-22,United States,Administrative / Support,Cyberattack against online US electronic payment provider,Disruption,DDoS,KillNet,Possible,
5,29-06-22,Colombia,Financial,DDoS attack against Colombian stock exchange,Disruption,DDoS,KillNet,Possible,
6,29-06-22,Russian Federation,Financial,DDoS and hack & leak attack against Russian bidding company,Data,Hack And Leak,IT Army of Ukraine,Possible,
7,28-06-22,Norway,Media,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,
8,28-06-22,Norway,Financial,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,
9,28-06-22,Norway,Public administration,DDoS attack campaign: Norwegian private and public websites targeted,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,
0,28-06-22,Ukraine,Civilians,Financially motivated phishing attacks,Data,Phishing,Unnamed Criminal Organisation,Confirmed,
1,27-06-22,Ukraine,Media,Defacement of Ukrainian television channels,Disinformation,Defacement,ICC_H@ckTeam,Confirmed,
2,26-06-22,Lithuania,Public administration,DDoS against Lithuanian private and public websites,Disruption,DDoS,KillNet,Confirmed,
3,23-06-22,Ukraine,ICT,"Campaign delivering ""DarkCrystal"" malware",Data,Malware,Sandworm,Confirmed,
4,21-06-22,Russian Federation,Professional / scientific,"Russian scientific and technical enterprises and state bodies targeted using ""Bisonal""",Data,Cyberespionage,Tonto Team,Confirmed,
5,17-06-22,Germany,Public administration,Germany ministries targetted by a cyberattack,Data,Unknown,,Confirmed,
6,15-06-22,Russian Federation,Public administration,A second DDoS attack on the website of a Russian regional administration,Disruption,DDoS,,Probable,
7,15-06-22,Russian Federation,Financial,Putin's speech at International Economic Forum delayed by DDoS attack,Disruption,DDoS,,Confirmed,
8,15-06-22,Russian Federation,Unknown,Phishing campaign discovered by NCIRCC,Unknown,Phishing,,Confirmed ,
9,09-06-22,Ukraine,Media,Campaign: Cyberattack on Ukrainian media organizations using CrescentImp,Data,Malware,Sandworm,Confirmed,
0,09-06-22,Ukraine,Unknown,"Campaign delivering ""CredoMap"" malware",Unknown,Malware,Fancy Bear,Possible,
1,09-06-22,United States,Manufacturing,Threat actor claims a DDoS attack against US manufacturing corporation,Disruption,DDoS,NoName057(16),Possible,
2,09-06-22,Russian Federation,ICT,Anonymous claims to hack Russian drone manufacturer,Data,Hack And Leak,Anonymous,Possible,
3,09-06-22,Russian Federation,Public administration,A Russian State Assembly website suffers DDoS attacks,Disruption,DDoS,,Probable,
4,08-06-22,Russian Federation,ICT,NB65 claims to have hacked a branch of a Russian telecom company,Data,Hack And Leak,NB65,Possible,
5,08-06-22,Russian Federation,Public administration,A Russian federal service website disrupted by a DDoS attack,Disruption,DDoS,,Probable,
6,07-06-22,Russian Federation,Public administration,"DDoS attack on a government facility in Kamchatka, Russia",Disruption,DDoS,,Probable,
7,06-06-22,Russian Federation,Public administration,Cyberattack on the website of a Russian regional legislative assembly,Disruption,Unknown,,Possible,
8,06-06-22,Russian Federation,Public administration,DDoS attack on the website of a regional administration,Disruption,DDoS,,Probable,
9,05-06-22,Russian Federation,Public administration,"Russia’s Ministry of Construction, Housing and Utilities hacked",Disinformation,Defacement,,Possible,
0,05-06-22,Russian Federation,Public administration,The website of the Parliament of Bashkiria was attacked by hackers,Disruption,DDoS,,Probable,
1,04-06-22,Ukraine,Media,Football broadcast hit by cyberattack,Disinformation,Defacement,,Confirmed,
2,02-06-22,Russian Federation,Energy,Campaign: 50 DDoS attacks since the beginning of the conflict against Ukraine's electricity transmission system operator and the sole operator of the country's high-voltage transmission lines.,Disruption,DDoS,,Confirmed,
3,02-06-22,Russian Federation,Professional / scientific,Hack and leak of Russian law firm,Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,
4,01-06-22,Ukraine,Public administration,"Ukrainian governmental organisations targeted using ""Cobalt Strike""",Data,Malware,,Confirmed,
5,31-05-22,Latvia,Transportation,Latvian Railways' website targeted in DDoS campaign,Disruption,DDoS,,Probable,
6,31-05-22,Russian Federation,Media,Anonymous breached data from a Russian radio group,Data,Hack And Leak,Anonymous,Possible,
7,28-05-22,Belarus,Public administration,Anonymous takes down Belarus government websites,Disruption,Unknown,Anonymous-Spid3r,Possible,
8,22-05-22,Latvia,Public administration,Repelled DDoS attack against 70 Latvian websites,Disruption,DDoS,KillNet,Confirmed,
9,19-05-22,Italy,Energy,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,
0,19-05-22,Italy,Public administration,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,
1,19-05-22,Italy,Media,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,
2,19-05-22,Italy,Transportation,Campaign: DDoS campaign against large number of Italian organizations across sectors,Disruption,DDoS,Legion Cyber Spetsnaz,Possible,
3,18-05-22,Latvia,ICT,DDoS attack campaign: Latvian social media site targeted,Disruption,DDoS,KillNet,Probable,
4,18-05-22,Latvia,Nonprofit,DDoS attack campaign: Latvian fundraising website,Disruption,DDoS,KillNet,Probable,
5,17-05-22,Italy,Public administration,DDoS attacks against Italian municipalities and state police by KillNet,Disruption,DDoS,KillNet,Probable,
6,16-05-22,Russian Federation,Financial,Russian bank's data leaked by the Anonymous collective,Data,Hack And Leak,Anonymous,Possible,
7,13-05-22,Ukraine,Civilians,"Online fraud via Facebook page mimicking TV channel ""TSN""",Data,Financial Fraud,,Confirmed,
8,12-05-22,Russian Federation,Mining,Anonymous breached data from a Russian oil company,Data,Hack And Leak,Anonymous,Possible,
9,12-05-22,Latvia,Public administration,DDoS attack campaign: 70 Latvian websites including government entities,Disruption,DDoS,KillNet,Confirmed,
0,12-05-22,Ukraine,Public administration,Cyberattack on Ukrainian City Council,Data,Hack And Leak,,Probable,
1,12-05-22,Latvia,Media,DDoS attack campaign: Latvian news agencies targeted,Disruption,DDoS,KillNet,Probable,
2,11-05-22,Russian Federation,Public administration,Anonymous breached government email database of a Russian city,Data,Hack And Leak,Anonymous,Possible,
3,11-05-22,Latvia,Nonprofit,DDoS attack campaign: Latvian charity websites targeted,Disruption,DDoS,KillNet,Probable,
4,11-05-22,Latvia,Nonprofit,DDoS attack on website of Latvian Charity,Disruption,DDoS,KillNet,Confirmed,
5,10-05-22,Russian Federation,Public administration,Hack and leak of data from Russian Federal Research Institute,Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,
6,10-05-22,Russian Federation,Mining,Hack and leak of data from Russian metals and copper producer,Data,Hack And Leak,,Possible,
7,10-05-22,Italy,Public administration,Italian institutional websites taken down and unaccesible.,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,
8,09-05-22,Italy,Media,Failed attempt to attack the Eurovision,Disruption,DDoS,Legion Cyber Spetsnaz,Confirmed,
9,08-05-22,Ukraine,Public administration,Spear phishing email against Ukrainian governmental entity,Data,Phishing,,Probable,
0,08-05-22,Russian Federation,Media,Russian's TV breached to show anti-war message,Disinformation,Cyber-Enabled Information Operation,,Probable,
1,08-05-22,Ukraine,ICT,DDoS against Ukrainian telecom operators' websites,Disruption,DDoS,,Possible,
2,06-05-22,Ukraine,Unknown,Phishing campaign distributing JesterStealer,Other,Phishing,,Confirmed,
3,05-05-22,Ukraine,Unknown,"""CredoMap_v2"" used in malicious email",Other,Phishing,Fancy Bear,Confirmed,
4,05-05-22,Russian Federation,Financial,Repelled DDoS attack against a Russian bank,Disruption,DDoS,,Confirmed,
5,03-05-22,Russian Federation,Manufacturing,Cyberattack against the patrol robots of a Russian company,Disruption,Unknown,CaucasNet,Possible,
6,03-05-22,Latvia,Media,DDoS attack against two Latvian news / media organizations,Disruption,DDoS,,Confirmed,
7,03-05-22,Russian Federation,Financial,Anonymous hacks a Russian accounting firm,Data,Hack And Leak,Anonymous,Possible,
8,01-05-22,Germany,Public administration,Series of DDoS attacks on German government websites,Disruption,DDoS,KillNet,Confirmed,
9,01-05-22,Germany,Public administration,Series of DDOS attacks against Germany Government Websites,Disruption,DDoS,KillNet,Probable,
0,01-05-22,Russian Federation,Public administration,DDoS attack impact producers and distributors of alcohol in Russia,Disruption,DDoS,IT Army of Ukraine,Possible,
1,30-04-22,Moldova,Public administration,Moldovan state institutions' websites target of DDoS attack,Disruption,DDoS,KillNet,Confirmed,
2,30-04-22,Russian Federation,Financial,Anonymous breached payment service provider,Data,Hack And Leak,NB65,Possible,
3,30-04-22,Ukraine,Transportation,DDoS attempt against Ukrainian railways,Disruption,DDoS,,Probable,
4,28-04-22,Romania,Public administration,Campaign: DDoS attacks against Romanian public and private organizations (government),Disruption,DDoS,KillNet,Confirmed,
5,28-04-22,Romania,Transportation,Campaign: DDoS attacks against Romanian public and private organizations (railway),Disruption,DDoS,KillNet,Confirmed,
6,28-04-22,Romania,Financial,Campaign: DDoS attacks against Romanian public and private organizations (bank),Disruption,DDoS,KillNet,Confirmed,
7,27-04-22,Czech Republic,Media,DDoS attack on Czech Television news channel,Disruption,DDoS,,Probable,
8,27-04-22,Ukraine,Public administration,Spear fishing campaign against Ukrainian state officials,Data,Phishing,UAC-0098,Probable,
9,26-04-22,Russian Federation,Energy,Anonymous hacked 1.23 million emails from a Russian power organisation,Data,Hack And Leak,Anonymous,Possible,
0,25-04-22,Ukraine,Public administration,Phishing campaign using compromised Ukrainian email account,Unknown,Phishing,DEV-0586,Confirmed,
1,24-04-22,Russian Federation,Professional / scientific,Data leak of a Russian customs broker in the fuel and energy industries,Data,Hack And Leak,Anonymous,Possible,
2,21-04-22,Ukraine,Transportation,DDoS attack against Ukraine postal service.,Disruption,DDoS,,Probable,
3,21-04-22,Russian Federation,Manufacturing,"Anonymous hacked 645,000 emails a Russian hydraulic tool producer",Data,Hack And Leak,Anonymous,Possible,
4,20-04-22,Russian Federation,Financial,"Anonymous leaks 365,000 emails from a Russian real-estate investment firm",Data,Hack And Leak,Anonymous,Possible,
5,20-04-22,Estonia,Public administration,Series of DDoS attacks on 13 Estonian government websites,Disruption,DDoS,KillNet,Confirmed,
6,19-04-22,Russian Federation,Real estate,"Anonymous leaks 575,000 emails from a Russian property management company",Data,Hack And Leak,Anonymous,Possible,
7,19-04-22,Czech Republic,Public administration,A Czech public administration portal and agency for cybersecurity under DDoS attack,Disruption,DDoS,KillNet,Confirmed,
8,19-04-22,Russian Federation,Financial,"Anonymous releases nearly 250,000 emails (130 GB) a Russian investment company",Data,Hack And Leak,Anonymous,Possible,
9,18-04-22,Russian Federation,Transportation,GhostSec / Anonymous gain access to IT systems that service Russia’s subway systems,Data,Hack And Leak,GhostSec,Possible,
0,18-04-22,United Kingdom,Civilians,Russian actors were behind email hacking of pro-Brexit activists,Disinformation,Hack And Leak,Cold River,Probable,
1,18-04-22,Russian Federation,Public administration,"Anonymous leaked 15,000+ emails from a Russian department",Data,Hack And Leak,Anonymous,Possible,
2,18-04-22,Russian Federation,Mining,"Anonymous leaks 87,500 emails of a Russian company",Data,Hack And Leak,Anonymous,Possible,
3,18-04-22,Belarus,ICT,"Anonymous leaks 1.2 GB of data from a Belarusian firm, which develops surveillance systems",Data,Hack And Leak,Anonymous,Possible,
4,18-04-22,Russian Federation,Financial,"Anonymous leaks 426,000 emails from a Russian company",Data,Hack And Leak,Anonymous,Possible,
5,18-04-22,Czech Republic,Transportation,Czech railroads and regional airport websites under DDoS attack,Disruption,DDoS,KillNet,Confirmed,
6,18-04-22,Ukraine,Civilians,"Online fraud via Facebook page mimicking TV channel ""Ukraine 24""",Data,Other,,Confirmed,
7,17-04-22,Russian Federation,Financial,Network Battalion 65 allegedly takes control of a Petersburg 's bank,Data,Hack And Leak,NB65,Possible,
8,17-04-22,Russian Federation,Energy,"Anonymous leaked 100,000+ emails from a subsidiary of a Russian energy corporation",Data,Hack And Leak,Anonymous-DepaixPorteur,Possible,
9,16-04-22,Poland,Transportation,DDoS campaign against eight Polish airports,Disruption,DDoS,KillNet,Possible,
0,16-04-22,Germany,Financial,DDoS attack against the website and the application of a German bank,Disruption,DDoS,KillNet,Possible,
1,16-04-22,Germany,Financial,DDoS attack against the website of a German bank,Disruption,DDoS,KillNet,Possible,
2,15-04-22,Russian Federation,Public administration,DDOSecrets publishes 221GB of emails from the education department of a Russian city,Data,Hack And Leak,Anonymous,Possible,
3,15-04-22,Bulgaria,Transportation,Cyberattack against Bulgarian State Post Office,Disruption,Malware,,Confirmed,
4,15-04-22,United Kingdom,Transportation,DDoS attack against the website of an airport in the United Kingdom,Disruption,DDoS,KillNet,Possible,
5,15-04-22,United States,Energy,DDoS attack against the website of an oil and gas producer in the USA.,Disruption,DDoS,KillNet,Possible,
6,15-04-22,Germany,Transportation,DDoS attack against the website of a German International Airport,Disruption,DDoS,KillNet,Possible,
7,14-04-22,Russian Federation,Professional / scientific,"Anonymous released 768,000 emails from the joint venture between two Russian companies",Data,Hack And Leak,Anonymous,Possible,
8,14-04-22,Russian Federation,ICT,Anonymous takes over pro-Russian Discord accounts,Disinformation,Cyber-Enabled Information Operation,Anonymous,Possible,
9,14-04-22,Russian Federation,ICT,GhostSec / Anonymous leaks data from a Russian hosting provider,Data,Hack And Leak,GhostSec,Possible,
0,14-04-22,Germany,Transportation,DDoS attack agaisnt the website of German International Airport,Disruption,DDoS,KillNet,Possible,
1,14-04-22,Germany,Transportation,DDoS attack agaisnt the website of German International Airport,Disruption,DDoS,KillNet,Possible,
2,13-04-22,Russian Federation,Energy,Hack and leak operation against a Russian company specializing in designing gas and petrochemical processing facilities and oil refineries.,Data,Hack And Leak,Anonymous,Possible,
3,13-04-22,Ukraine,Civilians,"Distribution of ""IcedID"" banking Trojan",Data,Cyberespionage,UAC-0098,Confirmed,
4,12-04-22,Russian Federation,Mining,"Anonymous hacked 495,000 emails from a Russian company",Data,Hack And Leak,Anonymous,Possible,
5,11-04-22,France,Public administration,A second DDoS attack on the French president's website,Disruption,DDoS,KillNet,Probable,
6,10-04-22,Russian Federation,Public administration,Anonymous leaks over 700GB of Russian government data,Data,Hack And Leak,Anonymous,Possible,
7,10-04-22,Germany,Energy,Germany-based wind-energy companies have been the targets of cyberattacks,Disruption,Ransomware,Black Basta,Confirmed,
8,10-04-22,Russian Federation,Public administration,"Anonymous leaks over 100,000 emails of a Russian regional government",Data,Hack And Leak,Anonymous,Possible,
9,10-04-22,Russian Federation,Public administration,"Anonymous leaks 230,000 emails from a Russian city administration",Data,Hack And Leak,Anonymous,Possible,
0,07-04-22,Ukraine,Energy,Destructive attack against a regional energy provider,Destruction,Unknown,Sandworm,Probable,
1,07-04-22,Ukraine,ICT,Privileges escalation attempt in the network of a telecommunications provider,Unknown,Unknown,,Probable,
2,07-04-22,Finland,Public administration,Finnish government websites hacked as Ukrainian President was speaking,Disruption,DDoS,,Probable,
3,07-04-22,Ukraine,Civilians,Threat actor launched a cyber-enabled influence operation,Disinformation,Spam,DEV-0586,Probable,
4,07-04-22,Ukraine,Energy,Attempted Cyberattack Against a Ukrainian Energy Provider,Destruction,Wiper,Sandworm,Confirmed,
5,06-04-22,United States,Public administration,Microsoft disrupted hacking attempts on EU government entities and think-tanks,Data,Cyberespionage,Fancy Bear,Probable,
6,06-04-22,Russian Federation,Manufacturing,"Anonymous leaked 100,000 emails from a Russian engineering company",Data,Hack And Leak,Anonymous,Possible,
7,06-04-22,Ukraine,Media,"""Strontium"" Targets Ukrainian Media Organizations",Unknown,Unknown,Fancy Bear,Probable,
8,06-04-22,Russian Federation,ICT,DDoS attack against the Russian operator of the Unified National System for Digital Marking and Tracking of Goods.,Disruption,DDoS,StudentCyberArmy,Probable,
9,06-04-22,Russian Federation,Real estate,"Anonymous leaks 300,000 emails from a Russian business centre",Data,Hack And Leak,Anonymous,Possible,
0,06-04-22,Russian Federation,Manufacturing,"Anonymous leaks 37,000 emails from a Russian logging and wood manufacturing company",Data,Hack And Leak,Anonymous,Possible,
1,05-04-22,Russian Federation,Energy,Defacement of the website of a Russian energy corporation,Disinformation,Defacement,IT Army of Ukraine,Possible,
2,05-04-22,Russian Federation,Public administration,Attackers gained access to the Kremlin CCTV system,Disinformation,Cyber-Enabled Information Operation,The Black Rabbit World,Possible,
3,05-04-22,Russian Federation,Administrative / Support,The largest independent travel management company in Russia hacked by NB65,Destruction,Ransomware,NB65,Possible,
4,05-04-22,Russian Federation,Mining,Website of a Russian oil producer goes down after apparent hack,Disruption,Malware,,Possible,
5,03-04-22,Russian Federation,Trade,"A rations manufacturer for the Russian military, hacked by Anonymous",Data,Hack And Leak,Anonymous,Possible,
6,02-04-22,Russian Federation,Energy,Russian gas infrastructure construction company hacked by NB65,Destruction,Ransomware,NB65,Possible,
7,01-04-22,Ukraine,Public administration,Attempts to hack Telegram accounts,Data,Phishing,UAC-0094,Confirmed,
8,31-03-22,Russian Federation,Manufacturing,Anonymous leaks information from a Russian mechanical plant,Data,Hack And Leak,Anonymous,Possible,
9,31-03-22,Russian Federation,Professional / scientific,Anonymous hacks Russian law firm,Data,Hack And Leak,Anonymous,Possible,
0,31-03-22,Russian Federation,Other service,Anonymous hacks the Russian Orthodox Church,Data,Hack And Leak,Anonymous,Possible,
1,31-03-22,Russian Federation,Professional / scientific,Anonymous hacked a Russian state-owned company,Data,Hack And Leak,NB65,Possible,
2,31-03-22,Russian Federation,Manufacturing,Cyberattack against a Russian manufacturing plant,Data,Hack And Leak,Anonymous,Probable,
3,31-03-22,Bulgaria,Public administration,Cyberattack against Bulgarian State Agency for Refugees,Disruption,Unknown,,Confirmed,
4,30-03-22,Russian Federation,Financial,Anonymous hacks a Russian investment firm,Data,Hack And Leak,Anonymous,Possible,
5,30-03-22,Ukraine,Public administration,Cyberattack against Ukrainian governmental institution,Data,Hack And Leak,XakNet,Possible,
6,30-03-22,Germany,Energy,Germany-based wind-energy companies have been the targets of cyberattacks,Disruption,Ransomware,Wizard Spider,Confirmed,
7,30-03-22,Belarus,Public administration,Anonymous hacks the website of a Belarusian municipality,Disinformation,Defacement,Anonymous,Possible,
8,29-03-22,Estonia,Extraterritorial organizations,Credential phishing campaigns against the NATO Centre of Excellence,Other,Phishing,Cold River,Probable,
9,29-03-22,United States,Nonprofit,Credential phishing campaigns against multiple US NGOs,Other,Phishing,Cold River,Probable,
0,29-03-22,Ukraine,Civilians,"Mass Spread of ""MarsStealer"" Information Stealer",Data,Cyberespionage,UAC-0041,Confirmed,
1,29-03-22,Russian Federation,Financial,Anonymous hacks a Russian investment firm,Data,Hack And Leak,Anonymous,Possible,
2,29-03-22,Ukraine,Public administration,Compromise of a portal connecting to government services,Destruction,Unknown,,Probable,
3,29-03-22,Ukraine,Media,Compromise of media organization,Unknown,Unknown,,Probable,
4,27-03-22,Russian Federation,Public administration,Anonymous leaks personal data of over 600 Russian security officers,Data,Hack And Leak,Anonymous,Possible,
5,27-03-22,Hungary,Public administration,Website disruption of pro-ruling party websites,Disinformation,Defacement,Anonymous,Confirmed,
6,27-03-22,Ukraine,Public administration,Compromised WordPress Sites Force Visitors to DDoS Ukrainian Targets,Disruption,DDoS,,Probable,
